VALUE,CLASSNAME,EVT_Fuel,EVT_Fuel_N,EVT_LF,EVT_GP,EVT_PHYS,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,r,g,b,Red,Green,Blue
3540,Modified/Managed Southern Tallgrass Grassland,2540,Sh Modified/Managed Southern Tallgrass Grassland,Herb,711,Grassland,Modified-Managed Prairie Grassland,LF 69: Modified-Managed Grassland,Herbaceous - Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,204,0,1,0.8,0
3564,Modified/Managed Southern Tallgrass Shrubland,2540,Sh Modified/Managed Southern Tallgrass Grassland,Shrub,711,Grassland,Modified-Managed Prairie Grassland,LF 69: Modified-Managed Grassland,Herbaceous - Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,204,0,1,0.8,0
3771,Aleutian Shrub Peatlands,2771,Sh Aleutian Peatlands,Shrub,773,Riparian,Shrub and Herbaceous Peatlands,LF 71: Shrub and Herbaceous Peatlands,Shrub-dominated,Shrubland,Deciduous shrubland,133,39,8,0.521569,0.152941,0.031373
3772,Arctic Shrub Peatlands,2772,Sh Arctic Peatlands,Shrub,773,Riparian,Shrub and Herbaceous Peatlands,LF 71: Shrub and Herbaceous Peatlands,Shrub-dominated,Dwarf Shrubland,Deciduous dwarf-shrubland,133,39,8,0.521569,0.152941,0.031373
3773,Boreal Peatlands,2773,Sh Boreal Peatlands,Shrub,773,Riparian,Shrub and Herbaceous Peatlands,LF 71: Shrub and Herbaceous Peatlands,Shrub-dominated,Shrubland,Deciduous shrubland,133,39,8,0.521569,0.152941,0.031373
3795,Aleutian Herbaceous Peatlands,2771,Sh Aleutian Peatlands,Herb,773,Riparian,Shrub and Herbaceous Peatlands,LF 71: Shrub and Herbaceous Peatlands,Shrub-dominated,Shrubland,Deciduous shrubland,133,39,8,0.521569,0.152941,0.031373
3796,Arctic Herbaceous Peatlands,2772,Sh Arctic Peatlands,Herb,773,Riparian,Shrub and Herbaceous Peatlands,LF 71: Shrub and Herbaceous Peatlands,Shrub-dominated,Dwarf Shrubland,Deciduous dwarf-shrubland,133,39,8,0.521569,0.152941,0.031373
3719,Aleutian Crowberry-Herbaceous Heath,2719,Sh Aleutian Crowberry-Herbaceous Heath,Shrub,762,Shrubland,Dwarf Shrubland,LF 72: Peatland Forests,Shrub-dominated,Herbaceous - Shrub Steppe,Perennial Graminoid,79,36,26,0.309804,0.141176,0.101961
3730,Aleutian Sparse Heath and Fell-Field,2730,Sps Aleutian Sparse Heath and Fell-Field,Sparse,776,Shrubland,Sparse Shrub and Fell-field,LF 72: Peatland Forests,Shrub-dominated,Dwarf Shrubland,Deciduous dwarf-shrubland,79,36,26,0.309804,0.141176,0.101961
3751,Boreal Coniferous Woody Wetland,2751,Tr Boreal Coniferous Woody Wetland,Tree,683,Conifer,Peatland Forests,LF 72: Peatland Forests,Tree-dominated,Open tree canopy,Evergreen open tree canopy,79,36,26,0.309804,0.141176,0.101961
3752,Pacific Maritime Coniferous Woody Wetland,2752,Tr Pacific Maritime Coniferous Woody Wetland,Tree,683,Conifer,Peatland Forests,LF 72: Peatland Forests,Tree-dominated,Open tree canopy,Evergreen open tree canopy,79,36,26,0.309804,0.141176,0.101961
3774,Pacific Maritime Forested Peatlands,2774,Tr Pacific Maritime Peatlands,Tree,683,Conifer,Peatland Forests,LF 72: Peatland Forests,Tree-dominated,Open tree canopy,Evergreen open tree canopy,79,36,26,0.309804,0.141176,0.101961
3797,Pacific Maritime Shrub Peatlands,2774,Tr Pacific Maritime Peatlands,Shrub,683,Conifer,Peatland Forests,LF 72: Peatland Forests,Tree-dominated,Open tree canopy,Evergreen open tree canopy,79,36,26,0.309804,0.141176,0.101961
3808,Hawai'i Lowland Rainforest,2808,Tr Hawai'i Lowland Rainforest,Tree,790,Hardwood,Hawai'i Rainforest,LF 73: Hawai'i Rainforest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,192,255,138,0.752941,1,0.541176
3809,Hawai'i Montane Cloud Forest,2809,Tr Hawai'i Montane Cloud Forest,Tree,790,Hardwood,Hawai'i Rainforest,LF 73: Hawai'i Rainforest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,192,255,138,0.752941,1,0.541176
3810,Hawai'i Montane Rainforest,2810,Tr Hawai'i Montane Rainforest,Tree,790,Hardwood,Hawai'i Rainforest,LF 73: Hawai'i Rainforest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,192,255,138,0.752941,1,0.541176
3813,Hawai'i Lowland Dry Forest,2813,Tr Hawai'i Lowland Dry Forest,Tree,791,Hardwood,Hawai'i Dry Forest,LF 74: Hawai'i Dry Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,186,163,119,0.729412,0.639216,0.466667
3815,Hawai'i Montane-Subalpine Dry Forest and Woodland,2815,Tr Hawai'i Montane-Subalpine Dry Forest and Woodland,Tree,791,Hardwood,Hawai'i Dry Forest,LF 74: Hawai'i Dry Forest,Tree-dominated,Open tree canopy,Evergreen open tree canopy,186,163,119,0.729412,0.639216,0.466667
3814,Hawai'i Lowland Mesic Forest,2814,Tr Hawai'i Lowland Mesic Forest,Tree,792,Hardwood,Hawai'i Mesic Forest,LF 75: Hawai'i Mesic Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0,92,0,0,0.360784,0
3816,Hawai'i Montane-Subalpine Mesic Forest,2816,Tr Hawai'i Montane-Subalpine Mesic Forest,Tree,792,Hardwood,Hawai'i Mesic Forest,LF 75: Hawai'i Mesic Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0,92,0,0,0.360784,0
3811,Hawai'i Wet Cliff and Ridge Crest Shrubland,2811,Sh Hawai'i Wet Cliff and Ridge Crest Shrubland,Shrub,794,Shrubland,Hawai'i Mesic Shrubland,LF 76: Hawai'i Mesic Shrubland,Shrub-dominated,Shrubland,Evergreen shrubland,150,58,12,0.588235,0.227451,0.047059
3818,Hawai'i Lowland Mesic Shrubland,2818,Sh Hawai'i Lowland Mesic Shrubland,Shrub,794,Shrubland,Hawai'i Mesic Shrubland,LF 76: Hawai'i Mesic Shrubland,Shrub-dominated,Shrubland,Evergreen shrubland,150,58,12,0.588235,0.227451,0.047059
3824,Hawai'i Alpine Dwarf-Shrubland,2824,Sh Hawai'i Alpine Dwarf-Shrubland,Shrub,794,Shrubland,Hawai'i Mesic Shrubland,LF 76: Hawai'i Mesic Shrubland,Shrub-dominated,Dwarf Shrubland,Evergreen dwarf-shrubland,150,58,12,0.588235,0.227451,0.047059
3826,Hawai'i Dry Coastal Strand,2826,Sh Hawai'i Dry Coastal Strand,Shrub,794,Shrubland,Hawai'i Mesic Shrubland,LF 76: Hawai'i Mesic Shrubland,Shrub-dominated,Dwarf Shrubland,Evergreen dwarf-shrubland,150,58,12,0.588235,0.227451,0.047059
3827,Hawai'i Wet-Mesic Coastal Strand,2827,Sh Hawai'i Wet-Mesic Coastal Strand,Shrub,794,Shrubland,Hawai'i Mesic Shrubland,LF 76: Hawai'i Mesic Shrubland,Shrub-dominated,Shrubland,Evergreen shrubland,150,58,12,0.588235,0.227451,0.047059
3828,Hawai'i Subalpine Mesic Shrubland,2828,Sh Hawai'i Subalpine Mesic Shrubland,Shrub,794,Shrubland,Hawai'i Mesic Shrubland,LF 76: Hawai'i Mesic Shrubland,Shrub-dominated,Shrubland,Evergreen shrubland,255,114,48,1,0.447059,0.188235
3817,Hawai'i Lowland Dry Shrubland,2817,Sh Hawai'i Lowland Dry Shrubland,Shrub,793,Shrubland,Hawai'i Dry Shrubland,LF 77: Hawai'i Dry Shrubland,Shrub-dominated,Shrubland,Evergreen shrubland,156,128,92,0.611765,0.501961,0.360784
3821,Hawai'i Montane-Subalpine Dry Shrubland,2821,Sh Hawai'i Montane-Subalpine Dry Shrubland,Shrub,793,Shrubland,Hawai'i Dry Shrubland,LF 77: Hawai'i Dry Shrubland,Shrub-dominated,Shrubland,Evergreen shrubland,156,128,92,0.611765,0.501961,0.360784
3825,Hawai'i Dry Cliff,2825,Sh Hawai'i Dry Cliff,Shrub,793,Shrubland,Hawai'i Dry Shrubland,LF 77: Hawai'i Dry Shrubland,Shrub-dominated,Shrubland,Evergreen shrubland,156,128,92,0.611765,0.501961,0.360784
3806,Hawai'i Bog,2806,He Hawai'i Bog,Herb,675,Grassland,Inland Marshes and Prairies,LF 78: Hawai'i Mesic Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,255,114,48,1,0.447059,0.188235
3820,Hawai'i Lowland Mesic Grassland,2820,He Hawai'i Lowland Mesic Grassland,Herb,796,Grassland,Hawai'i Mesic Grassland,LF 78: Hawai'i Mesic Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,255,114,48,1,0.447059,0.188235
3823,Hawai'i Montane-Subalpine Mesic Grassland,2823,He Hawai'i Montane-Subalpine Mesic Grassland,Herb,796,Grassland,Hawai'i Mesic Grassland,LF 78: Hawai'i Mesic Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,255,114,48,1,0.447059,0.188235
3819,Hawai'i Lowland Dry Grassland,2819,He Hawai'i Lowland Dry Grassland,Herb,795,Grassland,Hawai'i Dry Grassland,LF 79: Hawai'i Dry Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,251,121,54,0.984314,0.47451,0.211765
3822,Hawai'i Montane-Subalpine Dry Grassland,2822,He Hawai'i Montane-Subalpine Dry Grassland,Herb,795,Grassland,Hawai'i Dry Grassland,LF 79: Hawai'i Dry Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,251,121,54,0.984314,0.47451,0.211765
3754,Agriculture-Pasture and Hay,81,Dab Agriculture-Pasture and Hay,Agriculture,81,Agricultural,Agriculture-Pasture and Hay,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,255,119,1,1,0.466667
3755,Agriculture-Cultivated Crops and Irrigated Agriculture,82,Da Agriculture-Cultivated Crops and Irrigated Agriculture,Agriculture,82,Agricultural,Agriculture-Cultivated Crops and Irrigated Agriculture,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255,255,119,1,1,0.466667
3804,Agriculture,82,Da Agriculture-Cultivated Crops and Irrigated Agriculture,Agriculture,82,Agricultural,Agriculture-Cultivated Crops and Irrigated Agriculture,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255,255,119,1,1,0.466667
3858,Agriculture,80,Da Agriculture,Agriculture,82,Agricultural,Agriculture-Cultivated Crops and Irrigated Agriculture,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous / Nonvascular-dominated,Annual Graminoid/Forb,255,210,119,1,0.823529,0.466667
3862,Caribbean Herbaceous agriculture - cultivated lands,2862,Dab Caribbean Herbaceous agriculture - cultivated lands,Agriculture,82,Agricultural,Agriculture-Cultivated Crops and Irrigated Agriculture,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous / Nonvascular-dominated,Annual Graminoid/Forb,255,235,153,1,0.921569,0.6
3863,Caribbean Active sun coffee and mixed woody agriculture,2863,Dab Caribbean Active sun coffee and mixed woody agriculture,Agriculture,82,Agricultural,Agriculture-Cultivated Crops and Irrigated Agriculture,LF 80: Agriculture,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,203,255,171,0.796078,1,0.670588
3864,"Caribbean Pasture, hay or inactive agriculture",2864,"Dab Caribbean Pasture, hay or inactive agriculture",Agriculture,82,Agricultural,Agriculture-Cultivated Crops and Irrigated Agriculture,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous / Nonvascular-dominated,Annual Graminoid/Forb,255,210,119,1,0.823529,0.466667
3865,"Caribbean Pasture, hay or other grassy areas",2865,"Dab Caribbean Pasture, hay or other grassy areas",Agriculture,82,Agricultural,Agriculture-Cultivated Crops and Irrigated Agriculture,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous / Nonvascular-dominated,Annual Graminoid/Forb,255,210,119,1,0.823529,0.466667
3960,Western Cool Temperate Orchard,2960,Dab Orchard,Tree,60,Agricultural,Agricultural-Orchard,LF 80: Agriculture,Tree-dominated,Open tree canopy,Deciduous open tree canopy,210,28,94,0.823529,0.109804,0.368627
3961,Western Cool Temperate Vineyard,2961,Da Vineyard,Agriculture,61,Agricultural,Agricultural-Vineyard,LF 80: Agriculture,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,168,0,132,0.658824,0,0.517647
3962,Western Cool Temperate Bush fruit and berries,2962,Dab Bush Fruit and Berries,Shrub,62,Agricultural,Agricultural-Bush fruit and berries,LF 80: Agriculture,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,210,28,119,0.823529,0.109804,0.466667
3963,Western Cool Temperate Row Crop - Close Grown Crop,2963,Da Row Crop - Close Grown Crop,Agriculture,63,Agricultural,Agricultural-Row Crop-Close Grown Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255,245,140,1,0.960784,0.54902
3964,Western Cool Temperate Row Crop,2964,Da Row Crop,Agriculture,64,Agricultural,Agricultural-Row Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,250,255,119,0.980392,1,0.466667
3965,Western Cool Temperate Close Grown Crop,2965,Da Close Grown Crop,Agriculture,65,Agricultural,Agricultural-Close Grown Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255,237,119,1,0.929412,0.466667
3966,Western Cool Temperate Fallow/Idle Cropland,2966,Dab Fallow/Idle Cropland,Herb,66,Agricultural,Agricultural-Fallow/Idle Cropland,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255,255,119,1,1,0.466667
3967,Western Cool Temperate Pasture and Hayland,2967,Dab Pasture and Hayland,Herb,67,Agricultural,Agricultural-Pasture and Hayland,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,227,212,28,0.890196,0.831373,0.109804
3968,Western Cool Temperate Wheat,2968,Da Wheat,Agriculture,68,Agricultural,Agricultural-Wheat,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,250,227,163,0.980392,0.890196,0.639216
3969,Western Cool Temperate Aquaculture,2969,Da Aquaculture,Agriculture,69,Agricultural,Agricultual-Aquaculture,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,210,255,237,0.823529,1,0.929412
3970,Eastern Cool Temperate Orchard,2960,Dab Orchard,Tree,60,Agricultural,Agricultural-Orchard,LF 80: Agriculture,Tree-dominated,Open tree canopy,Deciduous open tree canopy,210,28,94,0.823529,0.109804,0.368627
3971,Eastern Cool Temperate Vineyard,2961,Da Vineyard,Agriculture,61,Agricultural,Agricultural-Vineyard,LF 80: Agriculture,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,168,0,132,0.658824,0,0.517647
3972,Eastern Cool Temperate Bush fruit and berries,2962,Dab Bush Fruit and Berries,Shrub,62,Agricultural,Agricultural-Bush fruit and berries,LF 80: Agriculture,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,210,28,119,0.823529,0.109804,0.466667
3973,Eastern Cool Temperate Row Crop - Close Grown Crop,2963,Da Row Crop - Close Grown Crop,Agriculture,63,Agricultural,Agricultural-Row Crop-Close Grown Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255,245,140,1,0.960784,0.54902
3974,Eastern Cool Temperate Row Crop,2964,Da Row Crop,Agriculture,64,Agricultural,Agricultural-Row Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,250,255,119,0.980392,1,0.466667
3975,Eastern Cool Temperate Close Grown Crop,2965,Da Close Grown Crop,Agriculture,65,Agricultural,Agricultural-Close Grown Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255,237,119,1,0.929412,0.466667
3976,Eastern Cool Temperate Fallow/Idle Cropland,2966,Dab Fallow/Idle Cropland,Herb,66,Agricultural,Agricultural-Fallow/Idle Cropland,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255,255,119,1,1,0.466667
3977,Eastern Cool Temperate Pasture and Hayland,2967,Dab Pasture and Hayland,Herb,67,Agricultural,Agricultural-Pasture and Hayland,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,227,212,28,0.890196,0.831373,0.109804
3978,Eastern Cool Temperate Wheat,2968,Da Wheat,Agriculture,68,Agricultural,Agricultural-Wheat,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,250,227,163,0.980392,0.890196,0.639216
3979,Eastern Cool Temperate Aquaculture,2969,Da Aquaculture,Agriculture,69,Agricultural,Agricultual-Aquaculture,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,210,255,237,0.823529,1,0.929412
3980,Western Warm Temperate Orchard,2960,Dab Orchard,Tree,60,Agricultural,Agricultural-Orchard,LF 80: Agriculture,Tree-dominated,Open tree canopy,Deciduous open tree canopy,210,28,94,0.823529,0.109804,0.368627
3981,Western Warm Temperate Vineyard,2961,Da Vineyard,Agriculture,61,Agricultural,Agricultural-Vineyard,LF 80: Agriculture,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,168,0,132,0.658824,0,0.517647
3982,Western Warm Temperate Bush fruit and berries,2962,Dab Bush Fruit and Berries,Shrub,62,Agricultural,Agricultural-Bush fruit and berries,LF 80: Agriculture,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,210,28,119,0.823529,0.109804,0.466667
3983,Western Warm Temperate Row Crop - Close Grown Crop,2963,Da Row Crop - Close Grown Crop,Agriculture,63,Agricultural,Agricultural-Row Crop-Close Grown Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255,245,140,1,0.960784,0.54902
3984,Western Warm Temperate Row Crop,2964,Da Row Crop,Agriculture,64,Agricultural,Agricultural-Row Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,250,255,119,0.980392,1,0.466667
3985,Western Warm Temperate Close Grown Crop,2965,Da Close Grown Crop,Agriculture,65,Agricultural,Agricultural-Close Grown Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255,237,119,1,0.929412,0.466667
3986,Western Warm Temperate Fallow/Idle Cropland,2966,Dab Fallow/Idle Cropland,Herb,66,Agricultural,Agricultural-Fallow/Idle Cropland,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255,255,119,1,1,0.466667
3987,Western Warm Temperate Pasture and Hayland,2967,Dab Pasture and Hayland,Herb,67,Agricultural,Agricultural-Pasture and Hayland,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,227,212,28,0.890196,0.831373,0.109804
3988,Western Warm Temperate Wheat,2968,Da Wheat,Agriculture,68,Agricultural,Agricultural-Wheat,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,250,227,163,0.980392,0.890196,0.639216
3989,Western Warm Temperate Aquaculture,2969,Da Aquaculture,Agriculture,69,Agricultural,Agricultual-Aquaculture,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,210,255,237,0.823529,1,0.929412
3990,Eastern Warm Temperate Orchard,2960,Dab Orchard,Tree,60,Agricultural,Agricultural-Orchard,LF 80: Agriculture,Tree-dominated,Open tree canopy,Deciduous open tree canopy,210,28,94,0.823529,0.109804,0.368627
3991,Eastern Warm Temperate Vineyard,2961,Da Vineyard,Agriculture,61,Agricultural,Agricultural-Vineyard,LF 80: Agriculture,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,168,0,132,0.658824,0,0.517647
3992,Eastern Warm Temperate Bush fruit and berries,2962,Dab Bush Fruit and Berries,Shrub,62,Agricultural,Agricultural-Bush fruit and berries,LF 80: Agriculture,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,210,28,119,0.823529,0.109804,0.466667
3993,Eastern Warm Temperate Row Crop - Close Grown Crop,2963,Da Row Crop - Close Grown Crop,Agriculture,63,Agricultural,Agricultural-Row Crop-Close Grown Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255,245,140,1,0.960784,0.54902
3994,Eastern Warm Temperate Row Crop,2964,Da Row Crop,Agriculture,64,Agricultural,Agricultural-Row Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,250,255,119,0.980392,1,0.466667
3995,Eastern Warm Temperate Close Grown Crop,2965,Da Close Grown Crop,Agriculture,65,Agricultural,Agricultural-Close Grown Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255,237,119,1,0.929412,0.466667
3996,Eastern Warm Temperate Fallow/Idle Cropland,2966,Dab Fallow/Idle Cropland,Herb,66,Agricultural,Agricultural-Fallow/Idle Cropland,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255,255,119,1,1,0.466667
3997,Eastern Warm Temperate Pasture and Hayland,2967,Dab Pasture and Hayland,Herb,67,Agricultural,Agricultural-Pasture and Hayland,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,227,212,28,0.890196,0.831373,0.109804
3998,Eastern Warm Temperate Wheat,2968,Da Wheat,Agriculture,68,Agricultural,Agricultural-Wheat,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,250,227,163,0.980392,0.890196,0.639216
3999,Eastern Warm Temperate Aquaculture,2969,Da Aquaculture,Agriculture,69,Agricultural,Agricultual-Aquaculture,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,210,255,237,0.823529,1,0.929412
3833,Pacific Islands Limestone Forest,2833,Tr Pacific Islands Limestone Forest,Tree,801,Hardwood,Pacific Islands Limestone Forest,LF 81: Pacific Islands Limestone Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,63,255,46,0.247059,1,0.180392
3834,Pacific Islands Littoral/Strand Vegetation,2834,Tr Pacific Islands Littoral/Strand Vegetation,Tree,802,Hardwood,Pacific Islands Littoral/Strand Vegetation,LF 82: Pacific Islands Littoral/Strand Vegetation,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,42,255,31,0.164706,1,0.121569
3835,Pacific Islands Lowland Forest,2835,Tr Pacific Islands Lowland Forest,Tree,803,Hardwood,Pacific Islands Lowland Forest,LF 83: Pacific Islands Lowland Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,224,252,192,0.878431,0.988235,0.752941
3836,Pacific Islands Mangrove Forest,2851,Tr Pacific Islands Mangrove Forest,Tree,804,Hardwood,Pacific Islands Mangrove Forest,LF 84: Pacific Islands Mangrove Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0,237,0,0,0.929412,0
3837,Pacific Islands Palm Forest,2844,Tr Pacific Islands Palm Forest,Tree,805,Hardwood,Pacific Islands Palm Forest,LF 85: Pacific Islands Palm Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,121,255,94,0.47451,1,0.368627
3839,Pacific Islands Ravine Forest,2839,Tr Pacific Islands Ravine Forest,Tree,806,Hardwood,Pacific Islands Ravine Forest,LF 86: Pacific Islands Ravine Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0,237,0,0,0.929412,0
3840,Pacific Islands Savannah,2840,Tr Pacific Islands Savannah,Tree,807,Hardwood,Pacific Islands Savannah,LF 87: Pacific Islands Savannah,Tree-dominated,Open Tree Canopy,Mixed evergreen-deciduous open tree canopy,0,222,0,0,0.870588,0
3841,Pacific Islands Scrub Forest/Shrub,2841,Tr Pacific Islands Scrub Forest/Shrub,Tree,808,Riparian,Pacific Islands Scrub Forest/Shrub,LF 88: Pacific Islands Scrub Forest/Shrub,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous shrubland,0,204,0,0,0.8,0
3842,Pacific Islands Swamp/Marsh,2842,Sh Pacific Islands Swamp/Marsh,Shrub,809,Riparian,Pacific Islands Swamp/Marsh,LF 89: Pacific Islands Swamp/Marsh,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,67,162,181,0.262745,0.635294,0.709804
3843,Pacific Islands Upland Forest,2843,Tr Pacific Islands Upland Forest,Tree,810,Hardwood,Pacific Islands Upland Forest,LF 90: Pacific Islands Upland Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0,189,0,0,0.741176,0
3866,Caribbean Drought deciduous open woodland,2866,Tr Caribbean Drought deciduous open woodland,Tree,820,Hardwood,Caribbean Deciduous Forest,LF 91: Caribbean Deciduous Forest,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,131,222,110,0.513725,0.870588,0.431373
3867,Caribbean Drought deciduous dense woodland,2867,Tr Caribbean Drought deciduous dense woodland,Tree,820,Hardwood,Caribbean Deciduous Forest,LF 91: Caribbean Deciduous Forest,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,121,217,207,0.47451,0.85098,0.811765
3869,Caribbean Semi-deciduous and drought deciduous forest on alluvium and non-carbonate substrates,2869,Tr Caribbean Semi-deciduous and drought deciduous forest on alluvium and non-carbonate substrates,Tree,820,Hardwood,Caribbean Deciduous Forest,LF 91: Caribbean Deciduous Forest,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,191,255,233,0.74902,1,0.913725
3870,Caribbean Semi-deciduous and drought deciduous forest on karst (includes semi-evergreen forest),2870,Tr Caribbean Semi-deciduous and drought deciduous forest on karst (includes semi-evergreen forest),Tree,820,Hardwood,Caribbean Deciduous Forest,LF 91: Caribbean Deciduous Forest,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,121,217,207,0.47451,0.85098,0.811765
3868,"Caribbean Deciduous, evergreen coastal and mixed forest or shrubland with succulents",2868,"Tr Caribbean Deciduous, evergreen coastal and mixed forest or shrubland with succulents",Tree,821,Hardwood,Caribbean Mixed Evergreen Deciduous Forest,LF 92: Caribbean Mixed Evergreen Deciduous Forest,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,180,255,148,0.705882,1,0.580392
3871,"Caribbean Drought deciduous, semi-deciduous and seasonal evergreen forest on serpentine",2871,"Tr Caribbean Drought deciduous, semi-deciduous and seasonal evergreen forest on serpentine",Tree,821,Hardwood,Caribbean Mixed Evergreen Deciduous Forest,LF 92: Caribbean Mixed Evergreen Deciduous Forest,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,222,0,0,0.870588,0
